t,phase,role,pid,rss_kb,pss_kb,hwm_kb,vsz_kb,threads,cpu_jiffies,mem_available_kb
254.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,65,1755376
254.6,measure,java,236386,688900,685398,688900,5119744,30,2552,1755376
255.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,192,1753464
255.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,65,1753464
255.6,measure,java,236386,688900,685398,688900,5119744,30,2552,1753464
256.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,193,1753468
256.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1753468
256.6,measure,java,236386,688904,685402,688904,5119744,30,2552,1753468
257.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,193,1753468
257.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1753468
257.6,measure,java,236386,688904,685402,688904,5119744,30,2553,1753468
258.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,194,1752712
258.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1752712
258.6,measure,java,236386,688908,685406,688908,5119744,30,2553,1752712
259.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,194,1752716
259.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1752716
259.6,measure,java,236386,688908,685406,688908,5119744,30,2553,1752716
260.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,196,1752716
260.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1752716
260.6,measure,java,236386,688912,685410,688912,5119744,30,2553,1752716
261.6,measure,hso-ui,236372,16284,13260,16324,1235752,12,196,1752724
261.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,66,1752724
261.6,measure,java,236386,688940,685438,688940,5119744,30,2553,1752724
262.6,measure,hso-ui,236372,16284,13260,16324,1235752,12,196,1750988
262.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,67,1750988
262.6,measure,java,236386,688968,685466,688968,5119744,30,2554,1750988
263.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,198,1748984
263.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,67,1748984
263.7,measure,java,236386,688968,685461,688968,5119744,30,2554,1748984
264.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,198,1748984
264.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,67,1748984
264.7,measure,java,236386,688972,685465,688972,5119744,30,2554,1748984
265.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,199,1748988
265.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,68,1748988
265.7,measure,java,236386,688972,685465,688972,5119744,30,2554,1748988
266.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,200,1748996
266.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,68,1748996
266.7,measure,java,236386,688976,685469,688976,5119744,30,2554,1748996
267.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,200,1748016
267.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,68,1748016
267.7,measure,java,236386,688976,685469,688976,5119744,30,2554,1748016
268.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,201,1748016
268.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,68,1748016
268.7,measure,java,236386,688980,685473,688980,5119744,30,2555,1748016
269.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,201,1747768
269.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,68,1747768
269.7,measure,java,236386,688980,685473,688980,5119744,30,2556,1747768
270.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,203,1747768
270.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,69,1747768
270.7,measure,java,236386,688984,685477,688984,5119744,30,2556,1747768
271.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,203,1745784
271.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,69,1745784
271.7,measure,java,236386,688984,685477,688984,5119744,30,2556,1745784
272.7,measure,hso-ui,236372,16284,13260,16324,1235752,12,203,1745784
272.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,70,1745784
272.7,measure,java,236386,688984,685477,688984,5119744,30,2556,1745784
273.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,205,1745560
273.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,70,1745560
273.8,measure,java,236386,688988,685481,688988,5119744,30,2556,1745560
274.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,205,1745308
274.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,70,1745308
274.8,measure,java,236386,688988,685482,688988,5119744,30,2557,1745308
275.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,206,1745316
275.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,71,1745316
275.8,measure,java,236386,688996,685490,688996,5119744,30,2557,1745316
276.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,207,1745324
276.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,71,1745324
276.8,measure,java,236386,688996,685490,688996,5119744,30,2557,1745324
277.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,208,1743840
277.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,71,1743840
277.8,measure,java,236386,689000,685494,689000,5119744,30,2558,1743840
278.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,208,1743840
278.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,71,1743840
278.8,measure,java,236386,689000,685494,689000,5119744,30,2558,1743840
279.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,209,1743596
279.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,72,1743596
279.8,measure,java,236386,689008,685502,689008,5119744,30,2558,1743596
280.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,209,1743596
280.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,72,1743596
280.8,measure,java,236386,689008,685502,689008,5119744,30,2558,1743596
281.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,210,1742884
281.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,72,1742884
281.8,measure,java,236386,689008,685498,689008,5119744,30,2559,1742884
282.8,measure,hso-ui,236372,16284,13260,16324,1235752,12,211,1742884
282.8,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,72,1742884
282.8,measure,java,236386,689016,685506,689016,5119744,30,2560,1742884
283.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,212,1740156
283.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,73,1740156
283.9,measure,java,236386,689016,685502,689016,5119744,30,2560,1740156
284.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,212,1740144
284.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,73,1740144
284.9,measure,java,236386,689016,685502,689016,5119744,30,2560,1740144
285.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,214,1740144
285.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,73,1740144
285.9,measure,java,236386,689020,685506,689020,5119744,30,2560,1740144
286.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,214,1736112
286.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,73,1736112
286.9,measure,java,236386,689020,685506,689020,5119744,30,2560,1736112
287.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,215,1736120
287.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,74,1736120
287.9,measure,java,236386,689020,685506,689020,5119744,30,2560,1736120
288.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,216,1737620
288.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,74,1737620
288.9,measure,java,236386,689028,685514,689028,5119744,30,2563,1737620
289.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,216,1737172
289.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,74,1737172
289.9,measure,java,236386,689028,685514,689028,5119744,30,2563,1737172
290.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,216,1737044
290.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,74,1737044
290.9,measure,java,236386,689028,685514,689028,5119744,30,2563,1737044
291.9,measure,hso-ui,236372,16284,13260,16324,1235752,12,218,1737040
291.9,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,75,1737040
291.9,measure,java,236386,689028,685514,689028,5119744,30,2563,1737040
293.0,measure,hso-ui,236372,16284,13260,16324,1235752,12,218,1737040
293.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,75,1737040
293.0,measure,java,236386,689032,685518,689032,5119744,30,2563,1737040
294.0,measure,hso-ui,236372,16284,13260,16324,1235752,12,219,1736900
294.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,75,1736900
294.0,measure,java,236386,689032,685518,689032,5119744,30,2563,1736900
295.0,measure,hso-ui,236372,16404,13380,16404,1235752,12,219,1736796
295.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,75,1736796
295.0,measure,java,236386,689032,685518,689032,5119744,30,2563,1736796
296.0,measure,hso-ui,236372,16416,13392,16416,1235752,12,221,1733548
296.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,75,1733548
296.0,measure,java,236386,689032,685518,689032,5119744,30,2564,1733548
297.0,measure,hso-ui,236372,16432,13408,16432,1235752,12,221,1733696
297.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,76,1733696
297.0,measure,java,236386,689032,685518,689032,5119744,30,2564,1733696
298.0,measure,hso-ui,236372,16432,13408,16432,1235752,12,222,1733800
298.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,76,1733800
298.0,measure,java,236386,689036,685522,689036,5119744,30,2564,1733800
299.0,measure,hso-ui,236372,16636,13612,16636,1235752,12,222,1733808
299.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,76,1733808
299.0,measure,java,236386,689036,685522,689036,5119744,30,2564,1733808
300.0,measure,hso-ui,236372,16640,13616,16640,1235752,12,224,1733820
300.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,76,1733820
300.0,measure,java,236386,689036,685522,689036,5119744,30,2564,1733820
301.0,measure,hso-ui,236372,16640,13616,16640,1235752,12,224,1731056
301.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,77,1731056
301.0,measure,java,236386,689036,685518,689036,5119744,30,2564,1731056
302.0,measure,hso-ui,236372,16680,13656,16680,1235752,12,225,1731064
302.0,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,77,1731064
302.0,measure,java,236386,689040,685522,689040,5119744,30,2564,1731064
303.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,226,1731064
303.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,78,1731064
303.1,measure,java,236386,689040,685522,689040,5119744,30,2564,1731064
304.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,227,1731064
304.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,78,1731064
304.1,measure,java,236386,689040,685522,689040,5119744,30,2565,1731064
305.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,227,1731316
305.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,78,1731316
305.1,measure,java,236386,689040,685522,689040,5119744,30,2565,1731316
306.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,228,1731316
306.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,78,1731316
306.1,measure,java,236386,689044,685526,689044,5119744,30,2565,1731316
307.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,228,1731328
307.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,78,1731328
307.1,measure,java,236386,689044,685526,689044,5119744,30,2565,1731328
308.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,230,1732216
308.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,79,1732216
308.1,measure,java,236386,689044,685526,689044,5119744,30,2565,1732216
309.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,230,1732216
309.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,79,1732216
309.1,measure,java,236386,689044,685526,689044,5119744,30,2565,1732216
310.1,measure,hso-ui,236372,16680,13656,16680,1235752,12,230,1732216
310.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,79,1732216
310.1,measure,java,236386,689048,685530,689048,5119744,30,2565,1732216
311.1,measure,hso-ui,236372,16720,13696,16720,1235752,12,232,1731980
311.1,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,79,1731980
311.1,measure,java,236386,689048,685530,689048,5119744,30,2566,1731980
312.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,232,1734644
312.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,80,1734644
312.2,measure,java,236386,689048,685530,689048,5119744,30,2566,1734644
313.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,233,1734644
313.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,80,1734644
313.2,measure,java,236386,689048,685530,689048,5119744,30,2566,1734644
314.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,234,1706172
314.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,81,1706172
314.2,measure,java,236386,689052,685537,689052,5119744,30,2566,1706172
315.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,234,1706204
315.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,81,1706204
315.2,measure,java,236386,689052,685537,689052,5119744,30,2566,1706204
316.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,235,1706204
316.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,81,1706204
316.2,measure,java,236386,689052,685537,689052,5119744,30,2566,1706204
317.2,measure,hso-ui,236372,16724,13700,16724,1235752,12,236,1706212
317.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,81,1706212
317.2,measure,java,236386,689052,685537,689052,5119744,30,2566,1706212
318.2,measure,hso-ui,236372,16728,13704,16728,1235752,12,236,1706544
318.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1706544
318.2,measure,java,236386,689052,685537,689052,5119744,30,2567,1706544
319.2,measure,hso-ui,236372,16728,13704,16728,1235752,12,237,1710160
319.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1710160
319.2,measure,java,236386,689056,685541,689056,5119744,30,2567,1710160
320.2,measure,hso-ui,236372,16836,13812,16836,1235752,12,238,1713328
320.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1713328
320.2,measure,java,236386,689056,685541,689056,5119744,30,2567,1713328
321.2,measure,hso-ui,236372,16852,13828,16852,1235752,12,238,1715416
321.2,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1715416
321.2,measure,java,236386,689056,685541,689056,5119744,30,2567,1715416
322.3,measure,hso-ui,236372,16864,13840,16864,1235752,12,240,1717808
322.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1717808
322.3,measure,java,236386,689056,685541,689056,5119744,30,2567,1717808
323.3,measure,hso-ui,236372,16936,13912,16936,1235752,12,240,1719936
323.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,82,1719936
323.3,measure,java,236386,689060,685545,689060,5119744,30,2567,1719936
324.3,measure,hso-ui,236372,16936,13912,16936,1235752,12,240,1721788
324.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,83,1721788
324.3,measure,java,236386,689060,685545,689060,5119744,30,2567,1721788
325.3,measure,hso-ui,236372,16936,13912,16936,1235752,12,241,1723792
325.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,83,1723792
325.3,measure,java,236386,689060,685545,689060,5119744,30,2567,1723792
326.3,measure,hso-ui,236372,16968,13944,16968,1235752,12,242,1724860
326.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,84,1724860
326.3,measure,java,236386,689060,685545,689060,5119744,30,2567,1724860
327.3,measure,hso-ui,236372,16780,13756,16780,1235752,12,243,1725548
327.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,84,1725548
327.3,measure,java,236386,689072,685557,689072,5119744,30,2568,1725548
328.3,measure,hso-ui,236372,16780,13756,16780,1235752,12,243,1725548
328.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,84,1725548
328.3,measure,java,236386,689072,685557,689072,5119744,30,2568,1725548
329.3,measure,hso-ui,236372,16780,13756,16780,1235752,12,245,1725548
329.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,84,1725548
329.3,measure,java,236386,689072,685557,689072,5119744,30,2568,1725548
330.3,measure,hso-ui,236372,16780,13756,16780,1235752,12,245,1725560
330.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,85,1725560
330.3,measure,java,236386,689072,685557,689072,5119744,30,2568,1725560
331.3,measure,hso-ui,236372,16780,13756,16780,1235752,12,245,1725556
331.3,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,85,1725556
331.3,measure,java,236386,689076,685561,689076,5119744,30,2568,1725556
332.4,measure,hso-ui,236372,16780,13756,16780,1235752,12,246,1725556
332.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,85,1725556
332.4,measure,java,236386,689076,685561,689076,5119744,30,2568,1725556
333.4,measure,hso-ui,236372,16780,13756,16780,1235752,12,247,1725556
333.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,86,1725556
333.4,measure,java,236386,689080,685565,689080,5119744,30,2569,1725556
334.4,measure,hso-ui,236372,16780,13756,16780,1235752,12,248,1725564
334.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,86,1725564
334.4,measure,java,236386,689080,685565,689080,5119744,30,2569,1725564
335.4,measure,hso-ui,236372,16792,13768,16792,1235752,12,248,1727812
335.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,86,1727812
335.4,measure,java,236386,689080,685565,689080,5119744,30,2569,1727812
336.4,measure,hso-ui,236372,16800,13776,16800,1235752,12,249,1726764
336.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,87,1726764
336.4,measure,java,236386,689084,685566,689084,5119744,30,2569,1726764
337.4,measure,hso-ui,236372,16824,13800,16824,1235752,12,250,1731312
337.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,87,1731312
337.4,measure,java,236386,689084,685566,689084,5119744,30,2569,1731312
338.4,measure,hso-ui,236372,16840,13816,16840,1235752,12,250,1731564
338.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,87,1731564
338.4,measure,java,236386,689084,685566,689084,5119744,30,2570,1731564
339.4,measure,hso-ui,236372,16840,13816,16840,1235752,12,251,1731568
339.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,87,1731568
339.4,measure,java,236386,689084,685566,689084,5119744,30,2570,1731568
340.4,measure,hso-ui,236372,16840,13816,16840,1235752,12,252,1731128
340.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,87,1731128
340.4,measure,java,236386,689088,685570,689088,5119744,30,2570,1731128
341.4,measure,hso-ui,236372,16840,13816,16840,1235752,12,253,1731196
341.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,88,1731196
341.4,measure,java,236386,689088,685570,689088,5119744,30,2570,1731196
342.5,measure,hso-ui,236372,16840,13816,16840,1235752,12,253,1731288
342.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,88,1731288
342.5,measure,java,236386,689088,685570,689088,5119744,30,2570,1731288
343.5,measure,hso-ui,236372,16848,13824,16848,1235752,12,254,1731288
343.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,88,1731288
343.5,measure,java,236386,689088,685570,689088,5119744,30,2570,1731288
344.5,measure,hso-ui,236372,16872,13848,16872,1235752,12,255,1731288
344.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,88,1731288
344.5,measure,java,236386,689092,685574,689092,5119744,30,2570,1731288
345.5,measure,hso-ui,236372,16872,13848,16872,1235752,12,256,1731288
345.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,89,1731288
345.5,measure,java,236386,689092,685574,689092,5119744,30,2570,1731288
346.5,measure,hso-ui,236372,16872,13848,16872,1235752,12,256,1731304
346.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,89,1731304
346.5,measure,java,236386,689092,685574,689092,5119744,30,2571,1731304
347.5,measure,hso-ui,236372,16936,13912,16936,1235752,12,257,1731304
347.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,89,1731304
347.5,measure,java,236386,689092,685574,689092,5119744,30,2571,1731304
348.5,measure,hso-ui,236372,17008,13984,17008,1235752,12,258,1731080
348.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,89,1731080
348.5,measure,java,236386,689096,685578,689096,5119744,30,2571,1731080
349.5,measure,hso-ui,236372,17016,13992,17016,1235752,12,258,1731084
349.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,89,1731084
349.5,measure,java,236386,689096,685578,689096,5119744,30,2571,1731084
350.5,measure,hso-ui,236372,17088,14064,17088,1235752,12,259,1731360
350.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,90,1731360
350.5,measure,java,236386,689096,685578,689096,5119744,30,2571,1731360
351.5,measure,hso-ui,236372,16804,13780,16804,1235752,12,260,1731360
351.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,91,1731360
351.5,measure,java,236386,689096,685578,689096,5119744,30,2571,1731360
352.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,261,1729896
352.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,91,1729896
352.6,measure,java,236386,689096,685575,689096,5119744,30,2571,1729896
353.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,261,1729896
353.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,91,1729896
353.6,measure,java,236386,689100,685579,689100,5119744,30,2572,1729896
354.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,262,1729900
354.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,91,1729900
354.6,measure,java,236386,689100,685578,689100,5119744,30,2572,1729900
355.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,263,1729676
355.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,92,1729676
355.6,measure,java,236386,689100,685578,689100,5119744,30,2572,1729676
356.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,263,1730940
356.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,92,1730940
356.6,measure,java,236386,689100,685578,689100,5119744,30,2572,1730940
357.6,measure,hso-ui,236372,16804,13780,16804,1235752,12,264,1731680
357.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,92,1731680
357.6,measure,java,236386,689104,685582,689104,5119744,30,2572,1731680
358.6,measure,hso-ui,236372,16740,13716,16756,1235752,12,265,1731024
358.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,92,1731024
358.6,measure,java,236386,689104,685582,689104,5119744,30,2572,1731024
359.6,measure,hso-ui,236372,16740,13716,16756,1235752,12,266,1727032
359.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1727032
359.6,measure,java,236386,689104,685582,689104,5119744,30,2572,1727032
360.6,measure,hso-ui,236372,16740,13716,16756,1235752,12,266,1727036
360.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1727036
360.6,measure,java,236386,689104,685582,689104,5119744,30,2572,1727036
361.6,measure,hso-ui,236372,16740,13716,16756,1235752,12,267,1728332
361.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1728332
361.6,measure,java,236386,689108,685586,689108,5119744,30,2573,1728332
362.7,measure,hso-ui,236372,16740,13716,16756,1235752,12,268,1728332
362.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1728332
362.7,measure,java,236386,689108,685586,689108,5119744,30,2573,1728332
363.7,measure,hso-ui,236372,16740,13716,16756,1235752,12,268,1728332
363.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1728332
363.7,measure,java,236386,689108,685586,689108,5119744,30,2573,1728332
364.7,measure,hso-ui,236372,16740,13716,16756,1235752,12,269,1728332
364.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1728332
364.7,measure,java,236386,689108,685586,689108,5119744,30,2573,1728332
365.7,measure,hso-ui,236372,16740,13716,16756,1235752,12,269,1728336
365.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,93,1728336
365.7,measure,java,236386,689112,685590,689112,5119744,30,2573,1728336
366.7,measure,hso-ui,236372,16740,13716,16756,1235752,12,271,1728336
366.7,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,94,1728336
366.7,measure,java,236386,689112,685590,689112,5119744,30,2573,1728336
